adm3_name	adm3_name1	adm3_name2	adm3_name3	adm3_pcode	adm2_name	adm2_name1	adm2_name2	adm2_name3	adm2_pcode	adm1_name	adm1_name1	adm1_name2	adm1_name3	adm1_pcode	adm0_name	adm0_name1	adm0_name2	adm0_name3	adm0_pcode	valid_on	valid_to	area_sqkm	version	lang	lang1	lang2	lang3	adm3_ref_name	center_lat	center_lon
3	Salah Al-Din	صلاح الدين			44.09115463	36.40362296						Salah Al-Din	صلاح الدين			IQG11Q06N02	Shaqlawa	شقلاوة			IQG11Q06	Erbil	اربيل			IQG11	Iraq				IQ	2019-06-03 00:00:00		v01	en	ar
3	Sarchnar	سرجنار			45.34608822	35.59776522						Sarchnar	سرجنار			IQG06Q01N03	Al-Sulaymaniyah	السليمانية			IQG06Q01	Al-Sulaymaniyah	السليمانية			IQG06	Iraq				IQ	2019-06-03 00:00:00		v01	en	ar
3	Sarkran	سركران			43.9366831	35.68346805						Sarkran	سركران			IQG13Q03N01	Dibis	دبس			IQG13Q03	Kirkuk	كركوك			IQG13	Iraq				IQ	2019-06-03 00:00:00		v01	en	ar
3	Sarsank	سرسنك			43.41205307	36.99543795						Sarsank	سرسنك			IQG09Q01N04	Al-Amadiya	العمادية			IQG09Q01	Duhok	دهوك			IQG09	Iraq				IQ	2019-06-03 00:00:00		v01	en	ar
3	Saruchik	سروجك			45.73447872	35.54922073						Saruchik	سروجك			IQG06Q10N01	Sharbazher	شهربازار			IQG06Q10	Al-Sulaymaniyah	السليمانية			IQG06	Iraq				IQ	2019-06-03 00:00:00		v01	en	ar
3	Shaekh Saad	شيخ سعد			46.31326885	32.66368043						Shaekh Saad	شيخ سعد			IQG18Q02N02	Al-Kut	الكوت			IQG18Q02	Wassit	واسط			IQG18	Iraq				IQ	2019-06-03 00:00:00		v01	en	ar
3	Shahrazur	شهرزور			45.83132261	35.35531097						Shahrazur	شهرزور			IQG06Q05N04	Halabcha	حلبجة			IQG06Q05	Al-Sulaymaniyah	السليمانية			IQG06	Iraq				IQ	2019-06-03 00:00:00		v01	en	ar
3	Shorsh	سورش			44.40834146	36.13258893						Shorsh	سورش			IQG11Q03N02	Koysinjaq	كويسنجق			IQG11Q03	Erbil	اربيل			IQG11	Iraq				IQ	2019-06-03 00:00:00		v01	en	ar
3	Shwan	شوان			44.56909911	35.71599154						Shwan	شوان			IQG13Q04N05	Kirkuk	كركوك			IQG13Q04	Kirkuk	كركوك			IQG13	Iraq				IQ	2019-06-03 00:00:00		v01	en	ar
3	Sindi	سندي			42.94929067	36.7782187						Sindi	سندي			IQG09Q03N04	Sumail	سميل			IQG09Q03	Duhok	دهوك			IQG09	Iraq				IQ	2019-06-03 00:00:00		v01	en	ar
3	Siwail	سويل			45.6201007	35.88461258						Siwail	سويل			IQG06Q10N03	Sharbazher	شهربازار			IQG06Q10	Al-Sulaymaniyah	السليمانية			IQG06	Iraq				IQ	2019-06-03 00:00:00		v01	en	ar
3	Sourdash	سورداش			45.12385559	35.82119564						Sourdash	سورداش			IQG06Q04N02	Dokan	دوكان			IQG06Q04	Al-Sulaymaniyah	السليمانية			IQG06	Iraq				IQ	2019-06-03 00:00:00		v01	en	ar
3	Sulaiman Baig	سليمان بيك			44.711814	34.77360885						Sulaiman Baig	سليمان بيك			IQG16Q07N03	Tooz Khurmato	طوز خورماتو			IQG16Q07	Salah Al-Din	صلاح الدين			IQG16	Iraq				IQ	2019-06-03 00:00:00		v01	en	ar
3	Sumer	سومر			45.07513416	32.22364016						Sumer	سومر			IQG05Q01N04	Afaq	عفك			IQG05Q01	Al-Qadissiya	القادسية			IQG05	Iraq				IQ	2019-06-03 00:00:00		v01	en	ar
3	Talha	طلحة			47.24041614	30.8278581						Talha	طلحة			IQG02Q04N03	Al-Midaina	المدينة			IQG02Q04	Al-Basrah	البصرة			IQG02	Iraq				IQ	2019-06-03 00:00:00		v01	en	ar
3	Taq Taq	طق طق			44.49173295	35.96219181						Taq Taq	طق طق			IQG11Q03N01	Koysinjaq	كويسنجق			IQG11Q03	Erbil	اربيل			IQG11	Iraq				IQ	2019-06-03 00:00:00		v01	en	ar
3	Taza Khormato	تازة خورماتو			44.28737712	35.29227642						Taza Khormato	تازة خورماتو			IQG13Q04N01	Kirkuk	كركوك			IQG13Q04	Kirkuk	كركوك			IQG13	Iraq				IQ	2019-06-03 00:00:00		v01	en	ar
3	That al Salasil	ذات السلاسل			44.19862183	33.4185102						That al Salasil	ذات السلاسل			IQG08Q02N03	Al-Kadhmiyah	الكاظمية			IQG08Q02	Baghdad	بغداد			IQG08	Iraq				IQ	2019-06-03 00:00:00		v01	en	ar
3	Tilako	تيلاكو			45.16735996	34.88077353						Tilako	تيلاكو			IQG06Q06N03	Kalar	كلار			IQG06Q06	Al-Sulaymaniyah	السليمانية			IQG06	Iraq				IQ	2019-06-03 00:00:00		v01	en	ar
3	Um Al-Qura	ام القرى			43.45370031	34.59051409						Um Al-Qura	ام القرى			IQG16Q06N01	Tikrit	تكريت			IQG16Q06	Salah Al-Din	صلاح الدين			IQG16	Iraq				IQ	2019-06-03 00:00:00		v01	en	ar
3	Um Qasr	ام قصر			47.8443652	30.1620435						Um Qasr	ام قصر			IQG02Q06N03	Al-Zubair	الزبير			IQG02Q06	Al-Basrah	البصرة			IQG02	Iraq				IQ	2019-06-03 00:00:00		v01	en	ar
3	Wana	وانة			42.85922698	36.55850039						Wana	وانة			IQG15Q09N03	Tilkaef	تلكيف			IQG15Q09	Ninewa	نينوى			IQG15	Iraq				IQ	2019-06-03 00:00:00		v01	en	ar
3	Wasit	واسط			46.26735191	32.31100451						Wasit	واسط			IQG18Q02N01	Al-Kut	الكوت			IQG18Q02	Wassit	واسط			IQG18	Iraq				IQ	2019-06-03 00:00:00		v01	en	ar
3	Yaijy	يايجي			44.27834508	35.43919456						Yaijy	يايجي			IQG13Q04N04	Kirkuk	كركوك			IQG13Q04	Kirkuk	كركوك			IQG13	Iraq				IQ	2019-06-03 00:00:00		v01	en	ar
3	Yathreb	يثرب			44.34576187	33.94535079						Yathreb	يثرب			IQG16Q04N01	Balad	بلد			IQG16Q04	Salah Al-Din	صلاح الدين			IQG16	Iraq				IQ	2019-06-03 00:00:00		v01	en	ar
3	Zawita	زاويتة			43.13304574	36.90032805						Zawita	زاويتة			IQG09Q02N03	Duhok	دهوك			IQG09Q02	Duhok	دهوك			IQG09	Iraq				IQ	2019-06-03 00:00:00		v01	en	ar
3	Zummar	زمار			42.58165432	36.7661368						Zummar	زمار			IQG15Q08N03	Telafar	تلعفر			IQG15Q08	Ninewa	نينوى			IQG15	Iraq				IQ	2019-06-03 00:00:00		v01	en	ar
